Material, D [mm], U [cm/s], Direction, H [mm], Mean Force [mN], Error [mN] 
Acrylic, 12.7, 26.22, Descending, 1.875000e+01, 2.388765e+00, 1.481082e-01 
Acrylic, 12.7, 26.22, Descending, 019, 2.350199e+00, 1.481484e-01 
Acrylic, 12.7, 26.22, Descending, 1.925000e+01, 2.329740e+00, 1.481272e-01 
Acrylic, 12.7, 26.22, Descending, 1.950000e+01, 2.327337e+00, 1.486724e-01 
Acrylic, 12.7, 26.22, Descending, 1.975000e+01, 2.289480e+00, 1.485384e-01 
Acrylic, 12.7, 26.22, Descending, 020, 2.266407e+00, 1.488398e-01 
Acrylic, 12.7, 26.22, Descending, 2.025000e+01, 2.231014e+00, 1.482555e-01 
Acrylic, 12.7, 26.22, Descending, 2.050000e+01, 2.209913e+00, 1.488060e-01 
Acrylic, 12.7, 26.22, Descending, 2.075000e+01, 2.226163e+00, 1.481139e-01 
Acrylic, 12.7, 26.22, Descending, 021, 2.183794e+00, 1.477005e-01 
Acrylic, 12.7, 26.22, Descending, 2.125000e+01, 2.142655e+00, 1.482467e-01 
Acrylic, 12.7, 26.22, Descending, 2.150000e+01, 2.126631e+00, 1.481896e-01 
Acrylic, 12.7, 26.22, Descending, 2.175000e+01, 2.126171e+00, 1.483948e-01 
Acrylic, 12.7, 26.22, Descending, 022, 2.125752e+00, 1.482101e-01 
Acrylic, 12.7, 26.22, Descending, 2.225000e+01, 2.130167e+00, 1.475399e-01 
Acrylic, 12.7, 26.22, Descending, 2.250000e+01, 2.107866e+00, 1.489975e-01 
Acrylic, 12.7, 26.22, Descending, 2.275000e+01, 2.092823e+00, 1.486387e-01 
Acrylic, 12.7, 26.22, Descending, 023, 2.090726e+00, 1.475441e-01 
Acrylic, 12.7, 26.22, Descending, 2.325000e+01, 2.073812e+00, 1.480357e-01 
Acrylic, 12.7, 26.22, Descending, 2.350000e+01, 2.040096e+00, 1.480790e-01 
Acrylic, 12.7, 26.22, Descending, 2.375000e+01, 2.040604e+00, 1.478725e-01 
Acrylic, 12.7, 26.22, Descending, 024, 2.038024e+00, 1.479899e-01 
Acrylic, 12.7, 26.22, Descending, 2.425000e+01, 2.046797e+00, 1.485231e-01 
Acrylic, 12.7, 26.22, Descending, 2.450000e+01, 2.022263e+00, 1.478176e-01 
Acrylic, 12.7, 26.22, Descending, 2.475000e+01, 2.010526e+00, 1.486613e-01 
Acrylic, 12.7, 26.22, Descending, 025, 1.987554e+00, 1.482623e-01 
Acrylic, 12.7, 26.22, Descending, 2.525000e+01, 1.984380e+00, 1.492789e-01 
Acrylic, 12.7, 26.22, Descending, 2.550000e+01, 1.971798e+00, 1.493565e-01 
Acrylic, 12.7, 26.22, Descending, 2.575000e+01, 1.959694e+00, 1.488382e-01 
Acrylic, 12.7, 26.22, Descending, 026, 1.938077e+00, 1.488654e-01 
Acrylic, 12.7, 26.22, Descending, 2.625000e+01, 1.921664e+00, 1.492159e-01 
Acrylic, 12.7, 26.22, Descending, 2.650000e+01, 1.916845e+00, 1.480756e-01 
Acrylic, 12.7, 26.22, Descending, 2.675000e+01, 1.918576e+00, 1.485924e-01 
Acrylic, 12.7, 26.22, Descending, 027, 1.883401e+00, 1.489354e-01 
Acrylic, 12.7, 26.22, Descending, 2.725000e+01, 1.882225e+00, 1.480348e-01 
Acrylic, 12.7, 26.22, Descending, 2.750000e+01, 1.878292e+00, 1.482450e-01 
Acrylic, 12.7, 26.22, Ascending, 000, 3.689378e-01, 1.543753e-01 
Acrylic, 12.7, 26.22, Ascending, 2.500000e-01, 3.588249e-01, 1.539190e-01 
Acrylic, 12.7, 26.22, Ascending, 5.000000e-01, 3.682092e-01, 1.567109e-01 
Acrylic, 12.7, 26.22, Ascending, 7.500000e-01, 3.832080e-01, 1.546141e-01 
Acrylic, 12.7, 26.22, Ascending, 001, 3.740664e-01, 1.559713e-01 
Acrylic, 12.7, 26.22, Ascending, 1.250000e+00, 3.948264e-01, 1.545162e-01 
Acrylic, 12.7, 26.22, Ascending, 1.500000e+00, 3.916915e-01, 1.547891e-01 
Acrylic, 12.7, 26.22, Ascending, 1.750000e+00, 4.127526e-01, 1.534430e-01 
Acrylic, 12.7, 26.22, Ascending, 002, 4.202228e-01, 1.521908e-01 
Acrylic, 12.7, 26.22, Ascending, 2.250000e+00, 4.252250e-01, 1.552516e-01 
Acrylic, 12.7, 26.22, Ascending, 2.500000e+00, 4.783905e-01, 1.503385e-01 
Acrylic, 12.7, 26.22, Ascending, 2.750000e+00, 4.874382e-01, 1.509762e-01 
Acrylic, 12.7, 26.22, Ascending, 003, 5.184336e-01, 1.529804e-01 
Acrylic, 12.7, 26.22, Ascending, 3.250000e+00, 5.443257e-01, 1.536474e-01 
Acrylic, 12.7, 26.22, Ascending, 3.500000e+00, 5.986300e-01, 1.482363e-01 
Acrylic, 12.7, 26.22, Ascending, 3.750000e+00, 6.005212e-01, 1.494277e-01 
Acrylic, 12.7, 26.22, Ascending, 004, 6.266897e-01, 1.499411e-01 
Acrylic, 12.7, 26.22, Ascending, 4.250000e+00, 6.545860e-01, 1.512216e-01 
Acrylic, 12.7, 26.22, Ascending, 4.500000e+00, 7.172459e-01, 1.494831e-01 
Acrylic, 12.7, 26.22, Ascending, 4.750000e+00, 7.157406e-01, 1.571705e-01 
Acrylic, 12.7, 26.22, Ascending, 005, 7.621933e-01, 1.570679e-01 
Acrylic, 12.7, 26.22, Ascending, 5.250000e+00, 8.085021e-01, 1.577416e-01 
Acrylic, 12.7, 26.22, Ascending, 5.500000e+00, 9.150219e-01, 1.559421e-01 
Acrylic, 12.7, 26.22, Ascending, 5.750000e+00, 1.000289e+00, 1.601819e-01 
Acrylic, 12.7, 26.22, Ascending, 006, 1.085781e+00, 1.553250e-01 
Acrylic, 12.7, 26.22, Ascending, 6.250000e+00, 1.171035e+00, 1.582525e-01 
Acrylic, 12.7, 26.22, Ascending, 6.500000e+00, 1.267213e+00, 1.561115e-01 
Acrylic, 12.7, 26.22, Ascending, 6.750000e+00, 1.360987e+00, 1.564822e-01 
Acrylic, 12.7, 26.22, Ascending, 007, 1.462734e+00, 1.573457e-01 
Acrylic, 12.7, 26.22, Ascending, 7.250000e+00, 1.569816e+00, 1.578828e-01 
Acrylic, 12.7, 26.22, Ascending, 7.500000e+00, 1.670490e+00, 1.544599e-01 
Acrylic, 12.7, 26.22, Ascending, 7.750000e+00, 1.777816e+00, 1.548195e-01 
Acrylic, 12.7, 26.22, Ascending, 008, 1.897993e+00, 1.574581e-01 
Acrylic, 12.7, 26.22, Ascending, 8.250000e+00, 2.018433e+00, 1.590353e-01 
Acrylic, 12.7, 26.22, Ascending, 8.500000e+00, 2.131564e+00, 1.519507e-01 
Acrylic, 12.7, 26.22, Ascending, 8.750000e+00, 2.262140e+00, 1.553881e-01 
Acrylic, 12.7, 26.22, Ascending, 009, 2.433574e+00, 1.578482e-01 
Acrylic, 12.7, 26.22, Ascending, 9.250000e+00, 2.535828e+00, 1.548498e-01 
Acrylic, 12.7, 26.22, Ascending, 9.500000e+00, 2.749006e+00, 1.590333e-01 
Acrylic, 12.7, 26.22, Ascending, 9.750000e+00, 2.879908e+00, 1.581126e-01 
Acrylic, 12.7, 26.22, Ascending, 010, 3.038144e+00, 1.625215e-01 
Acrylic, 12.7, 26.22, Ascending, 1.025000e+01, 3.151922e+00, 1.532293e-01 
Acrylic, 12.7, 26.22, Ascending, 1.050000e+01, 3.327683e+00, 1.533031e-01 
Acrylic, 12.7, 26.22, Ascending, 1.075000e+01, 3.532971e+00, 1.574332e-01 
Acrylic, 12.7, 26.22, Ascending, 011, 3.602433e+00, 1.508279e-01 
Acrylic, 12.7, 26.22, Ascending, 1.125000e+01, 3.693949e+00, 1.493778e-01 
Acrylic, 12.7, 26.22, Ascending, 1.150000e+01, 3.713863e+00, 1.618977e-01 
Acrylic, 12.7, 26.22, Ascending, 1.175000e+01, 3.764160e+00, 1.554707e-01 
Acrylic, 12.7, 26.22, Ascending, 012, 3.712230e+00, 1.615678e-01 
Acrylic, 12.7, 26.22, Ascending, 1.225000e+01, 3.690703e+00, 1.564339e-01 
Acrylic, 12.7, 26.22, Ascending, 1.250000e+01, 3.695731e+00, 1.591207e-01 
Acrylic, 12.7, 26.22, Ascending, 1.275000e+01, 3.673677e+00, 1.560008e-01 
Acrylic, 12.7, 26.22, Ascending, 013, 3.654651e+00, 1.553491e-01 
Acrylic, 12.7, 26.22, Ascending, 1.325000e+01, 3.642122e+00, 1.537921e-01 
Acrylic, 12.7, 26.22, Ascending, 1.350000e+01, 3.544738e+00, 1.590168e-01 
Acrylic, 12.7, 26.22, Ascending, 1.375000e+01, 3.449556e+00, 1.603564e-01 
Acrylic, 12.7, 26.22, Ascending, 014, 3.358302e+00, 1.553946e-01 
Acrylic, 12.7, 26.22, Ascending, 1.425000e+01, 3.296707e+00, 1.587808e-01 
Acrylic, 12.7, 26.22, Ascending, 1.450000e+01, 3.232822e+00, 1.586507e-01 
Acrylic, 12.7, 26.22, Ascending, 1.475000e+01, 3.225203e+00, 1.540473e-01 
Acrylic, 12.7, 26.22, Ascending, 015, 3.118992e+00, 1.597679e-01 
Acrylic, 12.7, 26.22, Ascending, 1.525000e+01, 3.104555e+00, 1.574884e-01 
Acrylic, 12.7, 26.22, Ascending, 1.550000e+01, 2.979065e+00, 1.574407e-01 
Acrylic, 12.7, 26.22, Ascending, 1.575000e+01, 2.859511e+00, 1.538592e-01 
Acrylic, 12.7, 26.22, Ascending, 016, 2.747567e+00, 1.576276e-01 
Acrylic, 12.7, 26.22, Ascending, 1.625000e+01, 2.701077e+00, 1.559224e-01 
Acrylic, 12.7, 26.22, Ascending, 1.650000e+01, 2.620487e+00, 1.568532e-01 
Acrylic, 12.7, 26.22, Ascending, 1.675000e+01, 2.585876e+00, 1.599623e-01 
Acrylic, 12.7, 26.22, Ascending, 017, 2.533615e+00, 1.547409e-01 
Acrylic, 12.7, 26.22, Ascending, 1.725000e+01, 2.475447e+00, 1.601501e-01 
Acrylic, 12.7, 26.22, Ascending, 1.750000e+01, 2.435531e+00, 1.543316e-01 
Acrylic, 12.7, 26.22, Ascending, 1.775000e+01, 2.411624e+00, 1.603040e-01 
Acrylic, 12.7, 26.22, Ascending, 018, 2.370489e+00, 1.614635e-01 
Acrylic, 12.7, 26.22, Ascending, 1.825000e+01, 2.358669e+00, 1.588059e-01 
Acrylic, 12.7, 26.22, Ascending, 1.850000e+01, 2.315680e+00, 1.603916e-01 
Acrylic, 12.7, 26.22, Ascending, 1.875000e+01, 2.300502e+00, 1.623390e-01 
Acrylic, 12.7, 26.22, Ascending, 019, 2.280396e+00, 1.561290e-01 
Acrylic, 12.7, 26.22, Ascending, 1.925000e+01, 2.243904e+00, 1.587828e-01 
Acrylic, 12.7, 26.22, Ascending, 1.950000e+01, 2.220259e+00, 1.580115e-01 
Acrylic, 12.7, 26.22, Ascending, 1.975000e+01, 2.202157e+00, 1.618985e-01 
Acrylic, 12.7, 26.22, Ascending, 020, 2.178143e+00, 1.605163e-01 
Acrylic, 12.7, 26.22, Ascending, 2.025000e+01, 2.140240e+00, 1.600696e-01 
Acrylic, 12.7, 26.22, Ascending, 2.050000e+01, 2.161726e+00, 1.594373e-01 
Acrylic, 12.7, 26.22, Ascending, 2.075000e+01, 2.132135e+00, 1.594669e-01 
Acrylic, 12.7, 26.22, Ascending, 021, 2.102280e+00, 1.574658e-01 
Acrylic, 12.7, 26.22, Ascending, 2.125000e+01, 2.133005e+00, 1.599740e-01 
Acrylic, 12.7, 26.22, Ascending, 2.150000e+01, 2.093688e+00, 1.582877e-01 
Acrylic, 12.7, 26.22, Ascending, 2.175000e+01, 2.082115e+00, 1.570477e-01 
Acrylic, 12.7, 26.22, Ascending, 022, 2.084191e+00, 1.572487e-01 
Acrylic, 12.7, 26.22, Ascending, 2.225000e+01, 2.072458e+00, 1.572617e-01 
Acrylic, 12.7, 26.22, Ascending, 2.250000e+01, 2.065396e+00, 1.548798e-01 
Acrylic, 12.7, 26.22, Ascending, 2.275000e+01, 2.076220e+00, 1.575732e-01 
Acrylic, 12.7, 26.22, Ascending, 023, 2.051635e+00, 1.588897e-01 
Acrylic, 12.7, 26.22, Ascending, 2.325000e+01, 2.053023e+00, 1.565334e-01 
Acrylic, 12.7, 26.22, Ascending, 2.350000e+01, 2.060408e+00, 1.554342e-01 
Acrylic, 12.7, 26.22, Ascending, 2.375000e+01, 2.041744e+00, 1.581837e-01 
Acrylic, 12.7, 26.22, Ascending, 024, 2.055129e+00, 1.577139e-01 
Acrylic, 12.7, 26.22, Ascending, 2.425000e+01, 2.037435e+00, 1.573715e-01 
Acrylic, 12.7, 26.22, Ascending, 2.450000e+01, 2.044222e+00, 1.575402e-01 
Acrylic, 12.7, 26.22, Ascending, 2.475000e+01, 2.029312e+00, 1.541811e-01 
Acrylic, 12.7, 26.22, Ascending, 025, 2.015029e+00, 1.528896e-01 
Acrylic, 12.7, 26.22, Ascending, 2.525000e+01, 2.006252e+00, 1.566527e-01 
Acrylic, 12.7, 26.22, Ascending, 2.550000e+01, 1.983017e+00, 1.555132e-01 
Acrylic, 12.7, 26.22, Ascending, 2.575000e+01, 1.978781e+00, 1.548656e-01 
Acrylic, 12.7, 26.22, Ascending, 026, 1.978586e+00, 1.554589e-01 
Acrylic, 12.7, 26.22, Ascending, 2.625000e+01, 1.972928e+00, 1.538711e-01 
Acrylic, 12.7, 26.22, Ascending, 2.650000e+01, 1.962846e+00, 1.542690e-01 
Acrylic, 12.7, 26.22, Ascending, 2.675000e+01, 1.953556e+00, 1.574170e-01 
Acrylic, 12.7, 26.22, Ascending, 027, 1.965362e+00, 1.518705e-01 
Acrylic, 12.7, 26.22, Ascending, 2.725000e+01, 1.954172e+00, 1.541479e-01 
Acrylic, 12.7, 26.22, Ascending, 2.750000e+01, 1.938211e+00, 1.521875e-01 
Agar, 12.7, 26.22, Descending, 000, 3.767002e-01, 1.488467e-01 
Agar, 12.7, 26.22, Descending, 2.500000e-01, 4.231410e-01, 1.489997e-01 
Agar, 12.7, 26.22, Descending, 5.000000e-01, 4.424688e-01, 1.488155e-01 
Agar, 12.7, 26.22, Descending, 7.500000e-01, 4.555408e-01, 1.487748e-01 
Agar, 12.7, 26.22, Descending, 001, 4.688777e-01, 1.493971e-01 
Agar, 12.7, 26.22, Descending, 1.250000e+00, 4.766082e-01, 1.504002e-01 
Agar, 12.7, 26.22, Descending, 1.500000e+00, 4.836153e-01, 1.494869e-01 
Agar, 12.7, 26.22, Descending, 1.750000e+00, 4.810287e-01, 1.525274e-01 
Agar, 12.7, 26.22, Descending, 002, 5.127293e-01, 1.500900e-01 
Agar, 12.7, 26.22, Descending, 2.250000e+00, 5.011026e-01, 1.536776e-01 
Agar, 12.7, 26.22, Descending, 2.500000e+00, 5.119924e-01, 1.537332e-01 
Agar, 12.7, 26.22, Descending, 2.750000e+00, 5.394065e-01, 1.536202e-01 
Agar, 12.7, 26.22, Descending, 003, 5.609628e-01, 1.526728e-01 
Agar, 12.7, 26.22, Descending, 3.250000e+00, 5.751748e-01, 1.543906e-01 
Agar, 12.7, 26.22, Descending, 3.500000e+00, 6.204563e-01, 1.511802e-01 
Agar, 12.7, 26.22, Descending, 3.750000e+00, 6.551220e-01, 1.524500e-01 
Agar, 12.7, 26.22, Descending, 004, 7.088871e-01, 1.486118e-01 
Agar, 12.7, 26.22, Descending, 4.250000e+00, 7.484533e-01, 1.491369e-01 
Agar, 12.7, 26.22, Descending, 4.500000e+00, 7.909708e-01, 1.484839e-01 
Agar, 12.7, 26.22, Descending, 4.750000e+00, 8.153346e-01, 1.493913e-01 
Agar, 12.7, 26.22, Descending, 005, 8.484393e-01, 1.479802e-01 
Agar, 12.7, 26.22, Descending, 5.250000e+00, 8.861103e-01, 1.486536e-01 
Agar, 12.7, 26.22, Descending, 5.500000e+00, 9.554773e-01, 1.479248e-01 
Agar, 12.7, 26.22, Descending, 5.750000e+00, 1.014528e+00, 1.484043e-01 
Agar, 12.7, 26.22, Descending, 006, 1.110363e+00, 1.489139e-01 
Agar, 12.7, 26.22, Descending, 6.250000e+00, 1.184318e+00, 1.480743e-01 
Agar, 12.7, 26.22, Descending, 6.500000e+00, 1.287782e+00, 1.492921e-01 
Agar, 12.7, 26.22, Descending, 6.750000e+00, 1.393766e+00, 1.486098e-01 
Agar, 12.7, 26.22, Descending, 007, 1.496466e+00, 1.487511e-01 
Agar, 12.7, 26.22, Descending, 7.250000e+00, 1.586977e+00, 1.484458e-01 
Agar, 12.7, 26.22, Descending, 7.500000e+00, 1.686867e+00, 1.481188e-01 
Agar, 12.7, 26.22, Descending, 7.750000e+00, 1.792167e+00, 1.485660e-01 
Agar, 12.7, 26.22, Descending, 008, 1.928404e+00, 1.478503e-01 
Agar, 12.7, 26.22, Descending, 8.250000e+00, 2.067779e+00, 1.483096e-01 
Agar, 12.7, 26.22, Descending, 8.500000e+00, 2.192762e+00, 1.476672e-01 
Agar, 12.7, 26.22, Descending, 8.750000e+00, 2.309446e+00, 1.481369e-01 
Agar, 12.7, 26.22, Descending, 009, 2.412806e+00, 1.480755e-01 
Agar, 12.7, 26.22, Descending, 9.250000e+00, 2.547204e+00, 1.502512e-01 
Agar, 12.7, 26.22, Descending, 9.500000e+00, 2.712246e+00, 1.486171e-01 
Agar, 12.7, 26.22, Descending, 9.750000e+00, 2.848955e+00, 1.503707e-01 
Agar, 12.7, 26.22, Descending, 010, 3.033290e+00, 1.479834e-01 
Agar, 12.7, 26.22, Descending, 1.025000e+01, 3.152164e+00, 1.488113e-01 
Agar, 12.7, 26.22, Descending, 1.050000e+01, 3.297598e+00, 1.484198e-01 
Agar, 12.7, 26.22, Descending, 1.075000e+01, 3.463801e+00, 1.480191e-01 
Agar, 12.7, 26.22, Descending, 011, 3.604050e+00, 1.478629e-01 
Agar, 12.7, 26.22, Descending, 1.125000e+01, 3.757390e+00, 1.475438e-01 
Agar, 12.7, 26.22, Descending, 1.150000e+01, 3.794399e+00, 1.492106e-01 
Agar, 12.7, 26.22, Descending, 1.175000e+01, 3.831978e+00, 1.514967e-01 
Agar, 12.7, 26.22, Descending, 012, 3.804797e+00, 1.476822e-01 
Agar, 12.7, 26.22, Descending, 1.225000e+01, 3.748282e+00, 1.507715e-01 
Agar, 12.7, 26.22, Descending, 1.250000e+01, 3.730976e+00, 1.500222e-01 
Agar, 12.7, 26.22, Descending, 1.275000e+01, 3.707476e+00, 1.494550e-01 
Agar, 12.7, 26.22, Descending, 013, 3.687103e+00, 1.502259e-01 
Agar, 12.7, 26.22, Descending, 1.325000e+01, 3.617513e+00, 1.499485e-01 
Agar, 12.7, 26.22, Descending, 1.350000e+01, 3.545084e+00, 1.498455e-01 
Agar, 12.7, 26.22, Descending, 1.375000e+01, 3.483419e+00, 1.506763e-01 
Agar, 12.7, 26.22, Descending, 014, 3.378390e+00, 1.514588e-01 
Agar, 12.7, 26.22, Descending, 1.425000e+01, 3.282333e+00, 1.514374e-01 
Agar, 12.7, 26.22, Descending, 1.450000e+01, 3.250380e+00, 1.509672e-01 
Agar, 12.7, 26.22, Descending, 1.475000e+01, 3.197680e+00, 1.498678e-01 
Agar, 12.7, 26.22, Descending, 015, 3.148489e+00, 1.501197e-01 
Agar, 12.7, 26.22, Descending, 1.525000e+01, 3.122951e+00, 1.508110e-01 
Agar, 12.7, 26.22, Descending, 1.550000e+01, 3.082822e+00, 1.517188e-01 
Agar, 12.7, 26.22, Descending, 1.575000e+01, 2.985545e+00, 1.507666e-01 
Agar, 12.7, 26.22, Descending, 016, 2.888660e+00, 1.489034e-01 
Agar, 12.7, 26.22, Descending, 1.625000e+01, 2.770339e+00, 1.518010e-01 
Agar, 12.7, 26.22, Descending, 1.650000e+01, 2.692507e+00, 1.501390e-01 
Agar, 12.7, 26.22, Descending, 1.675000e+01, 2.649227e+00, 1.499464e-01 
Agar, 12.7, 26.22, Descending, 017, 2.600624e+00, 1.515096e-01 
Agar, 12.7, 26.22, Descending, 1.725000e+01, 2.539331e+00, 1.498822e-01 
Agar, 12.7, 26.22, Descending, 1.750000e+01, 2.480591e+00, 1.501891e-01 
Agar, 12.7, 26.22, Descending, 1.775000e+01, 2.413228e+00, 1.501908e-01 
Agar, 12.7, 26.22, Descending, 018, 2.393502e+00, 1.514834e-01 
Agar, 12.7, 26.22, Descending, 1.825000e+01, 2.364405e+00, 1.502969e-01 
Agar, 12.7, 26.22, Descending, 1.850000e+01, 2.349288e+00, 1.506564e-01 
Agar, 12.7, 26.22, Descending, 1.875000e+01, 2.334885e+00, 1.508164e-01 
Agar, 12.7, 26.22, Descending, 019, 2.315682e+00, 1.514426e-01 
Agar, 12.7, 26.22, Descending, 1.925000e+01, 2.297857e+00, 1.520366e-01 
Agar, 12.7, 26.22, Descending, 1.950000e+01, 2.285730e+00, 1.518712e-01 
Agar, 12.7, 26.22, Descending, 1.975000e+01, 2.263112e+00, 1.541006e-01 
Agar, 12.7, 26.22, Descending, 020, 2.230264e+00, 1.522648e-01 
Agar, 12.7, 26.22, Descending, 2.025000e+01, 2.210531e+00, 1.550660e-01 
Agar, 12.7, 26.22, Descending, 2.050000e+01, 2.182674e+00, 1.533700e-01 
Agar, 12.7, 26.22, Descending, 2.075000e+01, 2.186554e+00, 1.521511e-01 
Agar, 12.7, 26.22, Descending, 021, 2.169695e+00, 1.539664e-01 
Agar, 12.7, 26.22, Descending, 2.125000e+01, 2.139364e+00, 1.530503e-01 
Agar, 12.7, 26.22, Descending, 2.150000e+01, 2.141712e+00, 1.536826e-01 
Agar, 12.7, 26.22, Descending, 2.175000e+01, 2.111549e+00, 1.533654e-01 
Agar, 12.7, 26.22, Descending, 022, 2.098902e+00, 1.504948e-01 
Agar, 12.7, 26.22, Descending, 2.225000e+01, 2.092169e+00, 1.520475e-01 
Agar, 12.7, 26.22, Descending, 2.250000e+01, 2.099105e+00, 1.518638e-01 
Agar, 12.7, 26.22, Descending, 2.275000e+01, 2.083836e+00, 1.507760e-01 
Agar, 12.7, 26.22, Descending, 023, 2.058936e+00, 1.524387e-01 
Agar, 12.7, 26.22, Descending, 2.325000e+01, 2.054915e+00, 1.516510e-01 
Agar, 12.7, 26.22, Descending, 2.350000e+01, 2.065689e+00, 1.521842e-01 
Agar, 12.7, 26.22, Descending, 2.375000e+01, 2.046344e+00, 1.528238e-01 
Agar, 12.7, 26.22, Descending, 024, 2.023273e+00, 1.522363e-01 
Agar, 12.7, 26.22, Descending, 2.425000e+01, 2.021863e+00, 1.554064e-01 
Agar, 12.7, 26.22, Descending, 2.450000e+01, 2.021075e+00, 1.547505e-01 
Agar, 12.7, 26.22, Descending, 2.475000e+01, 2.023669e+00, 1.560630e-01 
Agar, 12.7, 26.22, Descending, 025, 2.015992e+00, 1.551320e-01 
Agar, 12.7, 26.22, Descending, 2.525000e+01, 1.994606e+00, 1.596045e-01 
Agar, 12.7, 26.22, Descending, 2.550000e+01, 1.989698e+00, 1.561905e-01 
Agar, 12.7, 26.22, Descending, 2.575000e+01, 1.982929e+00, 1.551347e-01 
Agar, 12.7, 26.22, Descending, 026, 1.955097e+00, 1.612641e-01 
Agar, 12.7, 26.22, Descending, 2.625000e+01, 1.944647e+00, 1.546133e-01 
Agar, 12.7, 26.22, Descending, 2.650000e+01, 1.939992e+00, 1.556301e-01 
Agar, 12.7, 26.22, Descending, 2.675000e+01, 1.937940e+00, 1.560985e-01 
Agar, 12.7, 26.22, Descending, 027, 1.917080e+00, 1.556302e-01 
Agar, 12.7, 26.22, Descending, 2.725000e+01, 1.925277e+00, 1.560081e-01 
Agar, 12.7, 26.22, Descending, 2.750000e+01, 1.916233e+00, 1.540350e-01 
Agar, 12.7, 26.22, Ascending, 000, 4.097069e-01, 1.618529e-01 
Agar, 12.7, 26.22, Ascending, 2.500000e-01, 4.156765e-01, 1.606874e-01 
Agar, 12.7, 26.22, Ascending, 5.000000e-01, 4.272180e-01, 1.632417e-01 
Agar, 12.7, 26.22, Ascending, 7.500000e-01, 4.286258e-01, 1.623118e-01 
Agar, 12.7, 26.22, Ascending, 001, 4.523794e-01, 1.658306e-01 
Agar, 12.7, 26.22, Ascending, 1.250000e+00, 4.573542e-01, 1.654022e-01 
Agar, 12.7, 26.22, Ascending, 1.500000e+00, 4.686492e-01, 1.638227e-01 
Agar, 12.7, 26.22, Ascending, 1.750000e+00, 4.657234e-01, 1.644059e-01 
Agar, 12.7, 26.22, Ascending, 002, 4.653447e-01, 1.660006e-01 
Agar, 12.7, 26.22, Ascending, 2.250000e+00, 4.814828e-01, 1.663757e-01 
Agar, 12.7, 26.22, Ascending, 2.500000e+00, 4.891296e-01, 1.619633e-01 
Agar, 12.7, 26.22, Ascending, 2.750000e+00, 5.064905e-01, 1.639853e-01 
Agar, 12.7, 26.22, Ascending, 003, 5.217466e-01, 1.646623e-01 
Agar, 12.7, 26.22, Ascending, 3.250000e+00, 5.568449e-01, 1.632036e-01 
Agar, 12.7, 26.22, Ascending, 3.500000e+00, 5.802533e-01, 1.617216e-01 
Agar, 12.7, 26.22, Ascending, 3.750000e+00, 6.012021e-01, 1.634567e-01 
Agar, 12.7, 26.22, Ascending, 004, 6.348584e-01, 1.618054e-01 
Agar, 12.7, 26.22, Ascending, 4.250000e+00, 6.756737e-01, 1.623376e-01 
Agar, 12.7, 26.22, Ascending, 4.500000e+00, 7.005814e-01, 1.624417e-01 
Agar, 12.7, 26.22, Ascending, 4.750000e+00, 7.431170e-01, 1.606625e-01 
Agar, 12.7, 26.22, Ascending, 005, 7.819940e-01, 1.590600e-01 
Agar, 12.7, 26.22, Ascending, 5.250000e+00, 8.591564e-01, 1.569148e-01 
Agar, 12.7, 26.22, Ascending, 5.500000e+00, 9.204270e-01, 1.566390e-01 
Agar, 12.7, 26.22, Ascending, 5.750000e+00, 1.005977e+00, 1.565336e-01 
Agar, 12.7, 26.22, Ascending, 006, 1.094309e+00, 1.571051e-01 
Agar, 12.7, 26.22, Ascending, 6.250000e+00, 1.198467e+00, 1.545630e-01 
Agar, 12.7, 26.22, Ascending, 6.500000e+00, 1.287045e+00, 1.535485e-01 
Agar, 12.7, 26.22, Ascending, 6.750000e+00, 1.391893e+00, 1.532573e-01 
Agar, 12.7, 26.22, Ascending, 007, 1.484896e+00, 1.516525e-01 
Agar, 12.7, 26.22, Ascending, 7.250000e+00, 1.602814e+00, 1.511330e-01 
Agar, 12.7, 26.22, Ascending, 7.500000e+00, 1.709426e+00, 1.519917e-01 
Agar, 12.7, 26.22, Ascending, 7.750000e+00, 1.810492e+00, 1.513265e-01 
Agar, 12.7, 26.22, Ascending, 008, 1.937046e+00, 1.519073e-01 
Agar, 12.7, 26.22, Ascending, 8.250000e+00, 2.056722e+00, 1.514334e-01 
Agar, 12.7, 26.22, Ascending, 8.500000e+00, 2.193793e+00, 1.504033e-01 
Agar, 12.7, 26.22, Ascending, 8.750000e+00, 2.317404e+00, 1.499948e-01 
Agar, 12.7, 26.22, Ascending, 009, 2.488425e+00, 1.520103e-01 
Agar, 12.7, 26.22, Ascending, 9.250000e+00, 2.617951e+00, 1.511748e-01 
Agar, 12.7, 26.22, Ascending, 9.500000e+00, 2.767195e+00, 1.498409e-01 
Agar, 12.7, 26.22, Ascending, 9.750000e+00, 2.891004e+00, 1.485455e-01 
Agar, 12.7, 26.22, Ascending, 010, 3.039080e+00, 1.488745e-01 
Agar, 12.7, 26.22, Ascending, 1.025000e+01, 3.206443e+00, 1.498321e-01 
Agar, 12.7, 26.22, Ascending, 1.050000e+01, 3.370684e+00, 1.506394e-01 
Agar, 12.7, 26.22, Ascending, 1.075000e+01, 3.541216e+00, 1.556595e-01 
Agar, 12.7, 26.22, Ascending, 011, 3.617305e+00, 1.503524e-01 
