Material, D [mm], U [cm/s], Direction, H [mm], Mean Force [mN], Error [mN] 
NeverWet, 12.7, 26.22, Descending, 1.425000e+01, 5.600922e+00, 2.410189e-01 
NeverWet, 12.7, 26.22, Descending, 1.450000e+01, 3.727433e+00, 2.250131e-01 
NeverWet, 12.7, 26.22, Descending, 1.475000e+01, 3.260708e+00, 1.512113e-01 
NeverWet, 12.7, 26.22, Descending, 015, 3.192974e+00, 1.510318e-01 
NeverWet, 12.7, 26.22, Descending, 1.525000e+01, 3.122025e+00, 1.503796e-01 
NeverWet, 12.7, 26.22, Descending, 1.550000e+01, 3.015089e+00, 1.501575e-01 
NeverWet, 12.7, 26.22, Descending, 1.575000e+01, 2.930764e+00, 1.519796e-01 
NeverWet, 12.7, 26.22, Descending, 016, 2.856436e+00, 1.499704e-01 
NeverWet, 12.7, 26.22, Descending, 1.625000e+01, 2.768649e+00, 1.523979e-01 
NeverWet, 12.7, 26.22, Descending, 1.650000e+01, 2.697700e+00, 1.508960e-01 
NeverWet, 12.7, 26.22, Descending, 1.675000e+01, 2.627628e+00, 1.528134e-01 
NeverWet, 12.7, 26.22, Descending, 017, 2.587777e+00, 1.496112e-01 
NeverWet, 12.7, 26.22, Descending, 1.725000e+01, 2.526197e+00, 1.535935e-01 
NeverWet, 12.7, 26.22, Descending, 1.750000e+01, 2.465725e+00, 1.501245e-01 
NeverWet, 12.7, 26.22, Descending, 1.775000e+01, 2.429055e+00, 1.530790e-01 
NeverWet, 12.7, 26.22, Descending, 018, 2.411536e+00, 1.520707e-01 
NeverWet, 12.7, 26.22, Descending, 1.825000e+01, 2.377396e+00, 1.540825e-01 
NeverWet, 12.7, 26.22, Descending, 1.850000e+01, 2.342039e+00, 1.495394e-01 
NeverWet, 12.7, 26.22, Descending, 1.875000e+01, 2.339182e+00, 1.548884e-01 
NeverWet, 12.7, 26.22, Descending, 019, 2.317000e+00, 1.514462e-01 
NeverWet, 12.7, 26.22, Descending, 1.925000e+01, 2.293678e+00, 1.515447e-01 
NeverWet, 12.7, 26.22, Descending, 1.950000e+01, 2.274807e+00, 1.506511e-01 
NeverWet, 12.7, 26.22, Descending, 1.975000e+01, 2.259550e+00, 1.513931e-01 
NeverWet, 12.7, 26.22, Descending, 020, 2.248075e+00, 1.547829e-01 
NeverWet, 12.7, 26.22, Descending, 2.025000e+01, 2.220035e+00, 1.520029e-01 
NeverWet, 12.7, 26.22, Descending, 2.050000e+01, 2.208696e+00, 1.534188e-01 
NeverWet, 12.7, 26.22, Descending, 2.075000e+01, 2.180354e+00, 1.506628e-01 
NeverWet, 12.7, 26.22, Descending, 021, 2.180305e+00, 1.517771e-01 
NeverWet, 12.7, 26.22, Descending, 2.125000e+01, 2.154674e+00, 1.520199e-01 
NeverWet, 12.7, 26.22, Descending, 2.150000e+01, 2.142938e+00, 1.541561e-01 
NeverWet, 12.7, 26.22, Descending, 2.175000e+01, 2.098395e+00, 1.504480e-01 
NeverWet, 12.7, 26.22, Descending, 022, 2.131867e+00, 1.506397e-01 
NeverWet, 12.7, 26.22, Descending, 2.225000e+01, 2.101097e+00, 1.518662e-01 
NeverWet, 12.7, 26.22, Descending, 2.250000e+01, 2.096265e+00, 1.497872e-01 
NeverWet, 12.7, 26.22, Descending, 2.275000e+01, 2.093325e+00, 1.481105e-01 
NeverWet, 12.7, 26.22, Descending, 023, 2.071726e+00, 1.509555e-01 
NeverWet, 12.7, 26.22, Descending, 2.325000e+01, 2.048187e+00, 1.509759e-01 
NeverWet, 12.7, 26.22, Descending, 2.350000e+01, 2.048932e+00, 1.525033e-01 
NeverWet, 12.7, 26.22, Descending, 2.375000e+01, 2.012966e+00, 1.506039e-01 
NeverWet, 12.7, 26.22, Descending, 024, 2.026733e+00, 1.513676e-01 
NeverWet, 12.7, 26.22, Descending, 2.425000e+01, 2.000615e+00, 1.517566e-01 
NeverWet, 12.7, 26.22, Descending, 2.450000e+01, 1.984661e+00, 1.499773e-01 
NeverWet, 12.7, 26.22, Descending, 2.475000e+01, 1.987008e+00, 1.528427e-01 
NeverWet, 12.7, 26.22, Descending, 025, 1.956280e+00, 1.530921e-01 
NeverWet, 12.7, 26.22, Descending, 2.525000e+01, 1.983698e+00, 1.491353e-01 
NeverWet, 12.7, 26.22, Descending, 2.550000e+01, 1.951824e+00, 1.524388e-01 
NeverWet, 12.7, 26.22, Descending, 2.575000e+01, 1.917707e+00, 1.499279e-01 
NeverWet, 12.7, 26.22, Descending, 026, 1.897713e+00, 1.528011e-01 
NeverWet, 12.7, 26.22, Descending, 2.625000e+01, 1.914605e+00, 1.491598e-01 
NeverWet, 12.7, 26.22, Descending, 2.650000e+01, 1.870405e+00, 1.503228e-01 
NeverWet, 12.7, 26.22, Descending, 2.675000e+01, 1.854556e+00, 1.494796e-01 
NeverWet, 12.7, 26.22, Descending, 027, 1.852287e+00, 1.520099e-01 
NeverWet, 12.7, 26.22, Descending, 2.725000e+01, 1.846036e+00, 1.517103e-01 
NeverWet, 12.7, 26.22, Descending, 2.750000e+01, 1.837360e+00, 1.516039e-01 
NeverWet, 12.7, 26.22, Ascending, 000, -1.025082e-01, 1.492420e-01 
NeverWet, 12.7, 26.22, Ascending, 2.500000e-01, -1.028826e-01, 1.490147e-01 
NeverWet, 12.7, 26.22, Ascending, 5.000000e-01, -7.834896e-02, 1.497043e-01 
NeverWet, 12.7, 26.22, Ascending, 7.500000e-01, -5.241046e-02, 1.495461e-01 
NeverWet, 12.7, 26.22, Ascending, 001, -1.797078e-02, 1.493158e-01 
NeverWet, 12.7, 26.22, Ascending, 1.250000e+00, 1.181162e-02, 1.503941e-01 
NeverWet, 12.7, 26.22, Ascending, 1.500000e+00, 7.328231e-02, 1.493001e-01 
NeverWet, 12.7, 26.22, Ascending, 1.750000e+00, 1.133932e-01, 1.500331e-01 
NeverWet, 12.7, 26.22, Ascending, 002, 1.805561e-01, 1.488453e-01 
NeverWet, 12.7, 26.22, Ascending, 2.250000e+00, 2.232876e-01, 1.500721e-01 
NeverWet, 12.7, 26.22, Ascending, 2.500000e+00, 2.846844e-01, 1.498040e-01 
NeverWet, 12.7, 26.22, Ascending, 2.750000e+00, 3.561498e-01, 1.503291e-01 
NeverWet, 12.7, 26.22, Ascending, 003, 4.171470e-01, 1.499731e-01 
NeverWet, 12.7, 26.22, Ascending, 3.250000e+00, 5.043338e-01, 1.508112e-01 
NeverWet, 12.7, 26.22, Ascending, 3.500000e+00, 5.556190e-01, 1.486339e-01 
NeverWet, 12.7, 26.22, Ascending, 3.750000e+00, 6.211190e-01, 1.511822e-01 
NeverWet, 12.7, 26.22, Ascending, 004, 7.104798e-01, 1.495490e-01 
NeverWet, 12.7, 26.22, Ascending, 4.250000e+00, 8.109982e-01, 1.496109e-01 
NeverWet, 12.7, 26.22, Ascending, 4.500000e+00, 8.948473e-01, 1.489308e-01 
NeverWet, 12.7, 26.22, Ascending, 4.750000e+00, 9.679072e-01, 1.500615e-01 
NeverWet, 12.7, 26.22, Ascending, 005, 1.068176e+00, 1.491878e-01 
NeverWet, 12.7, 26.22, Ascending, 5.250000e+00, 1.164156e+00, 1.509372e-01 
NeverWet, 12.7, 26.22, Ascending, 5.500000e+00, 1.254940e+00, 1.500484e-01 
NeverWet, 12.7, 26.22, Ascending, 5.750000e+00, 1.352158e+00, 1.496431e-01 
NeverWet, 12.7, 26.22, Ascending, 006, 1.457261e+00, 1.498255e-01 
NeverWet, 12.7, 26.22, Ascending, 6.250000e+00, 1.530519e+00, 1.498242e-01 
NeverWet, 12.7, 26.22, Ascending, 6.500000e+00, 1.630680e+00, 1.492428e-01 
NeverWet, 12.7, 26.22, Ascending, 6.750000e+00, 1.723251e+00, 1.511224e-01 
NeverWet, 12.7, 26.22, Ascending, 007, 1.844587e+00, 1.500931e-01 
NeverWet, 12.7, 26.22, Ascending, 7.250000e+00, 1.953947e+00, 1.501629e-01 
NeverWet, 12.7, 26.22, Ascending, 7.500000e+00, 2.080664e+00, 1.506144e-01 
NeverWet, 12.7, 26.22, Ascending, 7.750000e+00, 2.178696e+00, 1.506306e-01 
NeverWet, 12.7, 26.22, Ascending, 008, 2.285722e+00, 1.493957e-01 
NeverWet, 12.7, 26.22, Ascending, 8.250000e+00, 2.424974e+00, 1.491718e-01 
NeverWet, 12.7, 26.22, Ascending, 8.500000e+00, 2.541536e+00, 1.513009e-01 
NeverWet, 12.7, 26.22, Ascending, 8.750000e+00, 2.663958e+00, 1.497779e-01 
NeverWet, 12.7, 26.22, Ascending, 009, 2.788188e+00, 1.487030e-01 
NeverWet, 12.7, 26.22, Ascending, 9.250000e+00, 2.903796e+00, 1.487559e-01 
NeverWet, 12.7, 26.22, Ascending, 9.500000e+00, 3.067565e+00, 1.492629e-01 
NeverWet, 12.7, 26.22, Ascending, 9.750000e+00, 3.171216e+00, 1.536732e-01 
NeverWet, 12.7, 26.22, Ascending, 010, 3.290921e+00, 1.513595e-01 
NeverWet, 12.7, 26.22, Ascending, 1.025000e+01, 3.442950e+00, 1.520777e-01 
NeverWet, 12.7, 26.22, Ascending, 1.050000e+01, 3.646280e+00, 1.518437e-01 
NeverWet, 12.7, 26.22, Ascending, 1.075000e+01, 3.736348e+00, 1.510251e-01 
NeverWet, 12.7, 26.22, Ascending, 011, 4.102519e+00, 1.583957e-01 
NeverWet, 12.7, 26.22, Ascending, 1.125000e+01, 3.899516e+00, 1.939458e-01 
NeverWet, 12.7, 26.22, Ascending, 1.150000e+01, 3.694228e+00, 1.488427e-01 
NeverWet, 12.7, 26.22, Ascending, 1.175000e+01, 3.667113e+00, 1.501697e-01 
NeverWet, 12.7, 26.22, Ascending, 012, 3.685310e+00, 1.497580e-01 
NeverWet, 12.7, 26.22, Ascending, 1.225000e+01, 3.641890e+00, 1.522295e-01 
NeverWet, 12.7, 26.22, Ascending, 1.250000e+01, 3.664645e+00, 1.509112e-01 
NeverWet, 12.7, 26.22, Ascending, 1.275000e+01, 3.628622e+00, 1.509374e-01 
NeverWet, 12.7, 26.22, Ascending, 013, 3.577196e+00, 1.522984e-01 
NeverWet, 12.7, 26.22, Ascending, 1.325000e+01, 3.535118e+00, 1.496409e-01 
NeverWet, 12.7, 26.22, Ascending, 1.350000e+01, 3.471339e+00, 1.523201e-01 
NeverWet, 12.7, 26.22, Ascending, 1.375000e+01, 3.377354e+00, 1.517159e-01 
NeverWet, 12.7, 26.22, Ascending, 014, 3.305387e+00, 1.490919e-01 
NeverWet, 12.7, 26.22, Ascending, 1.425000e+01, 3.318344e+00, 1.492321e-01 
NeverWet, 12.7, 26.22, Ascending, 1.450000e+01, 3.281053e+00, 1.541242e-01 
NeverWet, 12.7, 26.22, Ascending, 1.475000e+01, 3.231907e+00, 1.520234e-01 
NeverWet, 12.7, 26.22, Ascending, 015, 3.169030e+00, 1.504175e-01 
NeverWet, 12.7, 26.22, Ascending, 1.525000e+01, 3.071406e+00, 1.504892e-01 
NeverWet, 12.7, 26.22, Ascending, 1.550000e+01, 2.949017e+00, 1.507017e-01 
NeverWet, 12.7, 26.22, Ascending, 1.575000e+01, 2.878904e+00, 1.508039e-01 
NeverWet, 12.7, 26.22, Ascending, 016, 2.807578e+00, 1.502707e-01 
NeverWet, 12.7, 26.22, Ascending, 1.625000e+01, 2.709509e+00, 1.491996e-01 
NeverWet, 12.7, 26.22, Ascending, 1.650000e+01, 2.671619e+00, 1.493582e-01 
NeverWet, 12.7, 26.22, Ascending, 1.675000e+01, 2.610793e+00, 1.492055e-01 
NeverWet, 12.7, 26.22, Ascending, 017, 2.588179e+00, 1.506001e-01 
NeverWet, 12.7, 26.22, Ascending, 1.725000e+01, 2.542297e+00, 1.509516e-01 
NeverWet, 12.7, 26.22, Ascending, 1.750000e+01, 2.487689e+00, 1.485839e-01 
NeverWet, 12.7, 26.22, Ascending, 1.775000e+01, 2.445336e+00, 1.489495e-01 
NeverWet, 12.7, 26.22, Ascending, 018, 2.425048e+00, 1.493046e-01 
NeverWet, 12.7, 26.22, Ascending, 1.825000e+01, 2.384141e+00, 1.486748e-01 
NeverWet, 12.7, 26.22, Ascending, 1.850000e+01, 2.381747e+00, 1.498786e-01 
NeverWet, 12.7, 26.22, Ascending, 1.875000e+01, 2.358053e+00, 1.488700e-01 
NeverWet, 12.7, 26.22, Ascending, 019, 2.355125e+00, 1.480468e-01 
NeverWet, 12.7, 26.22, Ascending, 1.925000e+01, 2.299775e+00, 1.489714e-01 
NeverWet, 12.7, 26.22, Ascending, 1.950000e+01, 2.304754e+00, 1.487991e-01 
NeverWet, 12.7, 26.22, Ascending, 1.975000e+01, 2.263429e+00, 1.497027e-01 
NeverWet, 12.7, 26.22, Ascending, 020, 2.263552e+00, 1.476147e-01 
NeverWet, 12.7, 26.22, Ascending, 2.025000e+01, 2.226853e+00, 1.491171e-01 
NeverWet, 12.7, 26.22, Ascending, 2.050000e+01, 2.214530e+00, 1.483789e-01 
NeverWet, 12.7, 26.22, Ascending, 2.075000e+01, 2.182493e+00, 1.493531e-01 
NeverWet, 12.7, 26.22, Ascending, 021, 2.167185e+00, 1.495214e-01 
NeverWet, 12.7, 26.22, Ascending, 2.125000e+01, 2.151983e+00, 1.500529e-01 
NeverWet, 12.7, 26.22, Ascending, 2.150000e+01, 2.128467e+00, 1.486841e-01 
NeverWet, 12.7, 26.22, Ascending, 2.175000e+01, 2.145413e+00, 1.497751e-01 
NeverWet, 12.7, 26.22, Ascending, 022, 2.128838e+00, 1.521309e-01 
NeverWet, 12.7, 26.22, Ascending, 2.225000e+01, 2.110620e+00, 1.487846e-01 
NeverWet, 12.7, 26.22, Ascending, 2.250000e+01, 2.106912e+00, 1.482999e-01 
NeverWet, 12.7, 26.22, Ascending, 2.275000e+01, 2.093212e+00, 1.488004e-01 
NeverWet, 12.7, 26.22, Ascending, 023, 2.109274e+00, 1.487380e-01 
NeverWet, 12.7, 26.22, Ascending, 2.325000e+01, 2.087849e+00, 1.502279e-01 
NeverWet, 12.7, 26.22, Ascending, 2.350000e+01, 2.086374e+00, 1.513602e-01 
NeverWet, 12.7, 26.22, Ascending, 2.375000e+01, 2.079733e+00, 1.486476e-01 
NeverWet, 12.7, 26.22, Ascending, 024, 2.076869e+00, 1.492124e-01 
NeverWet, 12.7, 26.22, Ascending, 2.425000e+01, 2.086293e+00, 1.491764e-01 
NeverWet, 12.7, 26.22, Ascending, 2.450000e+01, 2.053543e+00, 1.491795e-01 
NeverWet, 12.7, 26.22, Ascending, 2.475000e+01, 2.050078e+00, 1.496523e-01 
NeverWet, 12.7, 26.22, Ascending, 025, 2.044104e+00, 1.483644e-01 
NeverWet, 12.7, 26.22, Ascending, 2.525000e+01, 2.039745e+00, 1.498767e-01 
NeverWet, 12.7, 26.22, Ascending, 2.550000e+01, 2.018485e+00, 1.510332e-01 
NeverWet, 12.7, 26.22, Ascending, 2.575000e+01, 2.006055e+00, 1.491867e-01 
NeverWet, 12.7, 26.22, Ascending, 026, 2.002609e+00, 1.498515e-01 
NeverWet, 12.7, 26.22, Ascending, 2.625000e+01, 2.012785e+00, 1.480934e-01 
NeverWet, 12.7, 26.22, Ascending, 2.650000e+01, 1.987582e+00, 1.515164e-01 
NeverWet, 12.7, 26.22, Ascending, 2.675000e+01, 1.997643e+00, 1.499741e-01 
NeverWet, 12.7, 26.22, Ascending, 027, 1.990618e+00, 1.483173e-01 
NeverWet, 12.7, 26.22, Ascending, 2.725000e+01, 1.973269e+00, 1.491993e-01 
NeverWet, 12.7, 26.22, Ascending, 2.750000e+01, 1.974780e+00, 1.491932e-01 
Acrylic, 12.7, 26.22, Descending, 000, 1.631899e-01, 1.501627e-01 
Acrylic, 12.7, 26.22, Descending, 2.500000e-01, 2.262897e-01, 1.476340e-01 
Acrylic, 12.7, 26.22, Descending, 5.000000e-01, 2.356912e-01, 1.474943e-01 
Acrylic, 12.7, 26.22, Descending, 7.500000e-01, 2.577134e-01, 1.477793e-01 
Acrylic, 12.7, 26.22, Descending, 001, 2.727886e-01, 1.476247e-01 
Acrylic, 12.7, 26.22, Descending, 1.250000e+00, 2.815523e-01, 1.478097e-01 
Acrylic, 12.7, 26.22, Descending, 1.500000e+00, 2.990991e-01, 1.481643e-01 
Acrylic, 12.7, 26.22, Descending, 1.750000e+00, 3.193765e-01, 1.476497e-01 
Acrylic, 12.7, 26.22, Descending, 002, 3.353362e-01, 1.480995e-01 
Acrylic, 12.7, 26.22, Descending, 2.250000e+00, 3.734996e-01, 1.480283e-01 
Acrylic, 12.7, 26.22, Descending, 2.500000e+00, 4.001119e-01, 1.481261e-01 
Acrylic, 12.7, 26.22, Descending, 2.750000e+00, 4.260289e-01, 1.479417e-01 
Acrylic, 12.7, 26.22, Descending, 003, 4.676822e-01, 1.475557e-01 
Acrylic, 12.7, 26.22, Descending, 3.250000e+00, 5.138325e-01, 1.477447e-01 
Acrylic, 12.7, 26.22, Descending, 3.500000e+00, 5.476331e-01, 1.474535e-01 
Acrylic, 12.7, 26.22, Descending, 3.750000e+00, 5.893246e-01, 1.479394e-01 
Acrylic, 12.7, 26.22, Descending, 004, 6.599468e-01, 1.478990e-01 
Acrylic, 12.7, 26.22, Descending, 4.250000e+00, 7.034143e-01, 1.481243e-01 
Acrylic, 12.7, 26.22, Descending, 4.500000e+00, 7.737207e-01, 1.477583e-01 
Acrylic, 12.7, 26.22, Descending, 4.750000e+00, 8.323215e-01, 1.478604e-01 
Acrylic, 12.7, 26.22, Descending, 005, 8.966413e-01, 1.480563e-01 
Acrylic, 12.7, 26.22, Descending, 5.250000e+00, 9.858103e-01, 1.477222e-01 
Acrylic, 12.7, 26.22, Descending, 5.500000e+00, 1.066447e+00, 1.481535e-01 
Acrylic, 12.7, 26.22, Descending, 5.750000e+00, 1.148109e+00, 1.483123e-01 
Acrylic, 12.7, 26.22, Descending, 006, 1.237390e+00, 1.480434e-01 
Acrylic, 12.7, 26.22, Descending, 6.250000e+00, 1.349595e+00, 1.472917e-01 
Acrylic, 12.7, 26.22, Descending, 6.500000e+00, 1.438381e+00, 1.492476e-01 
Acrylic, 12.7, 26.22, Descending, 6.750000e+00, 1.545357e+00, 1.481233e-01 
Acrylic, 12.7, 26.22, Descending, 007, 1.640857e+00, 1.486376e-01 
Acrylic, 12.7, 26.22, Descending, 7.250000e+00, 1.759940e+00, 1.493054e-01 
Acrylic, 12.7, 26.22, Descending, 7.500000e+00, 1.848947e+00, 1.509567e-01 
Acrylic, 12.7, 26.22, Descending, 7.750000e+00, 1.957429e+00, 1.482701e-01 
Acrylic, 12.7, 26.22, Descending, 008, 2.061187e+00, 1.504962e-01 
Acrylic, 12.7, 26.22, Descending, 8.250000e+00, 2.188566e+00, 1.518211e-01 
Acrylic, 12.7, 26.22, Descending, 8.500000e+00, 2.295109e+00, 1.503264e-01 
Acrylic, 12.7, 26.22, Descending, 8.750000e+00, 2.383030e+00, 1.491042e-01 
Acrylic, 12.7, 26.22, Descending, 009, 2.524283e+00, 1.506468e-01 
Acrylic, 12.7, 26.22, Descending, 9.250000e+00, 2.637858e+00, 1.511229e-01 
Acrylic, 12.7, 26.22, Descending, 9.500000e+00, 2.777190e+00, 1.500774e-01 
Acrylic, 12.7, 26.22, Descending, 9.750000e+00, 2.902156e+00, 1.492883e-01 
Acrylic, 12.7, 26.22, Descending, 010, 3.018575e+00, 1.506847e-01 
Acrylic, 12.7, 26.22, Descending, 1.025000e+01, 3.120820e+00, 1.524064e-01 
Acrylic, 12.7, 26.22, Descending, 1.050000e+01, 3.307610e+00, 1.504873e-01 
Acrylic, 12.7, 26.22, Descending, 1.075000e+01, 3.475932e+00, 1.519138e-01 
Acrylic, 12.7, 26.22, Descending, 011, 3.591652e+00, 1.478469e-01 
Acrylic, 12.7, 26.22, Descending, 1.125000e+01, 3.721920e+00, 1.504534e-01 
Acrylic, 12.7, 26.22, Descending, 1.150000e+01, 3.915959e+00, 1.515844e-01 
Acrylic, 12.7, 26.22, Descending, 1.175000e+01, 4.117645e+00, 1.546107e-01 
Acrylic, 12.7, 26.22, Descending, 012, 4.279575e+00, 1.540669e-01 
Acrylic, 12.7, 26.22, Descending, 1.225000e+01, 4.428280e+00, 1.567851e-01 
Acrylic, 12.7, 26.22, Descending, 1.250000e+01, 4.622458e+00, 1.548628e-01 
Acrylic, 12.7, 26.22, Descending, 1.275000e+01, 4.866561e+00, 1.497202e-01 
Acrylic, 12.7, 26.22, Descending, 013, 4.934266e+00, 1.582807e-01 
Acrylic, 12.7, 26.22, Descending, 1.325000e+01, 5.016942e+00, 1.536694e-01 
Acrylic, 12.7, 26.22, Descending, 1.350000e+01, 4.972279e+00, 1.597839e-01 
Acrylic, 12.7, 26.22, Descending, 1.375000e+01, 4.491659e+00, 2.695872e-01 
Acrylic, 12.7, 26.22, Descending, 014, 3.490776e+00, 1.566368e-01 
Acrylic, 12.7, 26.22, Descending, 1.425000e+01, 3.341735e+00, 1.508265e-01 
Acrylic, 12.7, 26.22, Descending, 1.450000e+01, 3.294514e+00, 1.488479e-01 
Acrylic, 12.7, 26.22, Descending, 1.475000e+01, 3.232326e+00, 1.491590e-01 
Acrylic, 12.7, 26.22, Descending, 015, 3.189243e+00, 1.520584e-01 
Acrylic, 12.7, 26.22, Descending, 1.525000e+01, 3.143799e+00, 1.492707e-01 
Acrylic, 12.7, 26.22, Descending, 1.550000e+01, 3.082198e+00, 1.487331e-01 
Acrylic, 12.7, 26.22, Descending, 1.575000e+01, 2.963976e+00, 1.490951e-01 
Acrylic, 12.7, 26.22, Descending, 016, 2.849688e+00, 1.503191e-01 
Acrylic, 12.7, 26.22, Descending, 1.625000e+01, 2.767904e+00, 1.510589e-01 
Acrylic, 12.7, 26.22, Descending, 1.650000e+01, 2.719254e+00, 1.515830e-01 
Acrylic, 12.7, 26.22, Descending, 1.675000e+01, 2.669733e+00, 1.492107e-01 
Acrylic, 12.7, 26.22, Descending, 017, 2.626260e+00, 1.492355e-01 
Acrylic, 12.7, 26.22, Descending, 1.725000e+01, 2.525279e+00, 1.500141e-01 
Acrylic, 12.7, 26.22, Descending, 1.750000e+01, 2.464062e+00, 1.493114e-01 
Acrylic, 12.7, 26.22, Descending, 1.775000e+01, 2.465819e+00, 1.481374e-01 
Acrylic, 12.7, 26.22, Descending, 018, 2.444718e+00, 1.491767e-01 
Acrylic, 12.7, 26.22, Descending, 1.825000e+01, 2.409415e+00, 1.485955e-01 
Acrylic, 12.7, 26.22, Descending, 1.850000e+01, 2.385423e+00, 1.478903e-01 
