Material, D [mm], U [cm/s], Direction, H [mm], Mean Force [mN], Error [mN] 
Acrylic, 010, 26.22, Descending, 1.375000e+01, 1.533020e+00, 1.507302e-01 
Acrylic, 010, 26.22, Descending, 014, 1.493873e+00, 1.506943e-01 
Acrylic, 010, 26.22, Descending, 1.425000e+01, 1.470252e+00, 1.502632e-01 
Acrylic, 010, 26.22, Descending, 1.450000e+01, 1.451262e+00, 1.501463e-01 
Acrylic, 010, 26.22, Descending, 1.475000e+01, 1.427886e+00, 1.508821e-01 
Acrylic, 010, 26.22, Descending, 015, 1.410495e+00, 1.495638e-01 
Acrylic, 010, 26.22, Descending, 1.525000e+01, 1.401945e+00, 1.499739e-01 
Acrylic, 010, 26.22, Descending, 1.550000e+01, 1.389312e+00, 1.499113e-01 
Acrylic, 010, 26.22, Descending, 1.575000e+01, 1.366959e+00, 1.506171e-01 
Acrylic, 010, 26.22, Descending, 016, 1.359045e+00, 1.499642e-01 
Acrylic, 010, 26.22, Descending, 1.625000e+01, 1.356489e+00, 1.509039e-01 
Acrylic, 010, 26.22, Descending, 1.650000e+01, 1.340704e+00, 1.498872e-01 
Acrylic, 010, 26.22, Descending, 1.675000e+01, 1.322710e+00, 1.513648e-01 
Acrylic, 010, 26.22, Descending, 017, 1.338702e+00, 1.516410e-01 
Acrylic, 010, 26.22, Descending, 1.725000e+01, 1.322240e+00, 1.510014e-01 
Acrylic, 010, 26.22, Descending, 1.750000e+01, 1.312591e+00, 1.509696e-01 
Acrylic, 010, 26.22, Descending, 1.775000e+01, 1.291771e+00, 1.506302e-01 
Acrylic, 010, 26.22, Descending, 018, 1.282236e+00, 1.503312e-01 
Acrylic, 010, 26.22, Descending, 1.825000e+01, 1.265429e+00, 1.504961e-01 
Acrylic, 010, 26.22, Descending, 1.850000e+01, 1.264452e+00, 1.507841e-01 
Acrylic, 010, 26.22, Descending, 1.875000e+01, 1.255974e+00, 1.506109e-01 
Acrylic, 010, 26.22, Descending, 019, 1.242659e+00, 1.506237e-01 
Acrylic, 010, 26.22, Descending, 1.925000e+01, 1.244340e+00, 1.517602e-01 
Acrylic, 010, 26.22, Descending, 1.950000e+01, 1.230395e+00, 1.503410e-01 
Acrylic, 010, 26.22, Descending, 1.975000e+01, 1.211107e+00, 1.501172e-01 
Acrylic, 010, 26.22, Descending, 020, 1.209234e+00, 1.511789e-01 
Acrylic, 010, 26.22, Descending, 2.025000e+01, 1.190164e+00, 1.522391e-01 
Acrylic, 010, 26.22, Descending, 2.050000e+01, 1.197063e+00, 1.515314e-01 
Acrylic, 010, 26.22, Descending, 2.075000e+01, 1.171678e+00, 1.532982e-01 
Acrylic, 010, 26.22, Descending, 021, 1.180835e+00, 1.517911e-01 
Acrylic, 010, 26.22, Descending, 2.125000e+01, 1.167189e+00, 1.523526e-01 
Acrylic, 010, 26.22, Descending, 2.150000e+01, 1.178879e+00, 1.513549e-01 
Acrylic, 010, 26.22, Descending, 2.175000e+01, 1.167860e+00, 1.523391e-01 
Acrylic, 010, 26.22, Descending, 022, 1.167281e+00, 1.532949e-01 
Acrylic, 010, 26.22, Descending, 2.225000e+01, 1.162391e+00, 1.529699e-01 
Acrylic, 010, 26.22, Descending, 2.250000e+01, 1.163609e+00, 1.545273e-01 
Acrylic, 010, 26.22, Descending, 2.275000e+01, 1.155757e+00, 1.523156e-01 
Acrylic, 010, 26.22, Descending, 023, 1.141775e+00, 1.521314e-01 
Acrylic, 010, 26.22, Descending, 2.325000e+01, 1.136640e+00, 1.519901e-01 
Acrylic, 010, 26.22, Descending, 2.350000e+01, 1.141127e+00, 1.518822e-01 
Acrylic, 010, 26.22, Descending, 2.375000e+01, 1.124399e+00, 1.518514e-01 
Acrylic, 010, 26.22, Descending, 024, 1.123628e+00, 1.535938e-01 
Acrylic, 010, 26.22, Descending, 2.425000e+01, 1.115860e+00, 1.543844e-01 
Acrylic, 010, 26.22, Descending, 2.450000e+01, 1.117179e+00, 1.540399e-01 
Acrylic, 010, 26.22, Descending, 2.475000e+01, 1.111261e+00, 1.546945e-01 
Acrylic, 010, 26.22, Descending, 025, 1.105489e+00, 1.532473e-01 
Acrylic, 010, 26.22, Descending, 2.525000e+01, 1.103179e+00, 1.537478e-01 
Acrylic, 010, 26.22, Descending, 2.550000e+01, 1.097447e+00, 1.518169e-01 
Acrylic, 010, 26.22, Descending, 2.575000e+01, 1.088241e+00, 1.518928e-01 
Acrylic, 010, 26.22, Descending, 026, 1.079583e+00, 1.537393e-01 
Acrylic, 010, 26.22, Descending, 2.625000e+01, 1.095480e+00, 1.526768e-01 
Acrylic, 010, 26.22, Descending, 2.650000e+01, 1.100245e+00, 1.523929e-01 
Acrylic, 010, 26.22, Descending, 2.675000e+01, 1.082936e+00, 1.525093e-01 
Acrylic, 010, 26.22, Descending, 027, 1.079800e+00, 1.521042e-01 
Acrylic, 010, 26.22, Descending, 2.725000e+01, 1.079567e+00, 1.531204e-01 
Acrylic, 010, 26.22, Descending, 2.750000e+01, 1.072587e+00, 1.549632e-01 
Acrylic, 010, 26.22, Ascending, 000, 5.770861e-01, 1.537945e-01 
Acrylic, 010, 26.22, Ascending, 2.500000e-01, 5.919998e-01, 1.520214e-01 
Acrylic, 010, 26.22, Ascending, 5.000000e-01, 6.008596e-01, 1.522152e-01 
Acrylic, 010, 26.22, Ascending, 7.500000e-01, 5.920563e-01, 1.522357e-01 
Acrylic, 010, 26.22, Ascending, 001, 5.746935e-01, 1.516137e-01 
Acrylic, 010, 26.22, Ascending, 1.250000e+00, 5.728009e-01, 1.537516e-01 
Acrylic, 010, 26.22, Ascending, 1.500000e+00, 5.603260e-01, 1.519675e-01 
Acrylic, 010, 26.22, Ascending, 1.750000e+00, 5.771437e-01, 1.513938e-01 
Acrylic, 010, 26.22, Ascending, 002, 5.707416e-01, 1.515665e-01 
Acrylic, 010, 26.22, Ascending, 2.250000e+00, 5.783855e-01, 1.512318e-01 
Acrylic, 010, 26.22, Ascending, 2.500000e+00, 5.798378e-01, 1.508189e-01 
Acrylic, 010, 26.22, Ascending, 2.750000e+00, 5.967042e-01, 1.520082e-01 
Acrylic, 010, 26.22, Ascending, 003, 6.117751e-01, 1.511117e-01 
Acrylic, 010, 26.22, Ascending, 3.250000e+00, 6.272511e-01, 1.521029e-01 
Acrylic, 010, 26.22, Ascending, 3.500000e+00, 6.561454e-01, 1.515497e-01 
Acrylic, 010, 26.22, Ascending, 3.750000e+00, 6.787856e-01, 1.527677e-01 
Acrylic, 010, 26.22, Ascending, 004, 7.285678e-01, 1.509697e-01 
Acrylic, 010, 26.22, Ascending, 4.250000e+00, 7.919489e-01, 1.507963e-01 
Acrylic, 010, 26.22, Ascending, 4.500000e+00, 8.653645e-01, 1.507593e-01 
Acrylic, 010, 26.22, Ascending, 4.750000e+00, 9.250815e-01, 1.503701e-01 
Acrylic, 010, 26.22, Ascending, 005, 1.016085e+00, 1.510845e-01 
Acrylic, 010, 26.22, Ascending, 5.250000e+00, 1.085786e+00, 1.511575e-01 
Acrylic, 010, 26.22, Ascending, 5.500000e+00, 1.184933e+00, 1.507238e-01 
Acrylic, 010, 26.22, Ascending, 5.750000e+00, 1.279901e+00, 1.508349e-01 
Acrylic, 010, 26.22, Ascending, 006, 1.373513e+00, 1.494646e-01 
Acrylic, 010, 26.22, Ascending, 6.250000e+00, 1.456956e+00, 1.504471e-01 
Acrylic, 010, 26.22, Ascending, 6.500000e+00, 1.554401e+00, 1.496802e-01 
Acrylic, 010, 26.22, Ascending, 6.750000e+00, 1.665146e+00, 1.504873e-01 
Acrylic, 010, 26.22, Ascending, 007, 1.736686e+00, 1.499596e-01 
Acrylic, 010, 26.22, Ascending, 7.250000e+00, 1.850931e+00, 1.551908e-01 
Acrylic, 010, 26.22, Ascending, 7.500000e+00, 1.969334e+00, 1.522900e-01 
Acrylic, 010, 26.22, Ascending, 7.750000e+00, 2.067737e+00, 1.495853e-01 
Acrylic, 010, 26.22, Ascending, 008, 2.186757e+00, 1.513538e-01 
Acrylic, 010, 26.22, Ascending, 8.250000e+00, 2.302213e+00, 1.525060e-01 
Acrylic, 010, 26.22, Ascending, 8.500000e+00, 2.364520e+00, 1.539913e-01 
Acrylic, 010, 26.22, Ascending, 8.750000e+00, 2.430749e+00, 1.513287e-01 
Acrylic, 010, 26.22, Ascending, 009, 2.466481e+00, 1.539139e-01 
Acrylic, 010, 26.22, Ascending, 9.250000e+00, 2.497118e+00, 1.579815e-01 
Acrylic, 010, 26.22, Ascending, 9.500000e+00, 2.513300e+00, 1.581739e-01 
Acrylic, 010, 26.22, Ascending, 9.750000e+00, 2.511977e+00, 1.521854e-01 
Acrylic, 010, 26.22, Ascending, 010, 2.493991e+00, 1.534419e-01 
Acrylic, 010, 26.22, Ascending, 1.025000e+01, 2.434903e+00, 1.523729e-01 
Acrylic, 010, 26.22, Ascending, 1.050000e+01, 2.381743e+00, 1.520989e-01 
Acrylic, 010, 26.22, Ascending, 1.075000e+01, 2.320831e+00, 1.525813e-01 
Acrylic, 010, 26.22, Ascending, 011, 2.226362e+00, 1.537381e-01 
Acrylic, 010, 26.22, Ascending, 1.125000e+01, 2.153083e+00, 1.496693e-01 
Acrylic, 010, 26.22, Ascending, 1.150000e+01, 2.060944e+00, 1.494645e-01 
Acrylic, 010, 26.22, Ascending, 1.175000e+01, 1.986171e+00, 1.500503e-01 
Acrylic, 010, 26.22, Ascending, 012, 1.941360e+00, 1.518834e-01 
Acrylic, 010, 26.22, Ascending, 1.225000e+01, 1.870267e+00, 1.510884e-01 
Acrylic, 010, 26.22, Ascending, 1.250000e+01, 1.823367e+00, 1.500556e-01 
Acrylic, 010, 26.22, Ascending, 1.275000e+01, 1.754146e+00, 1.519216e-01 
Acrylic, 010, 26.22, Ascending, 013, 1.710371e+00, 1.527966e-01 
Acrylic, 010, 26.22, Ascending, 1.325000e+01, 1.646128e+00, 1.516900e-01 
Acrylic, 010, 26.22, Ascending, 1.350000e+01, 1.601783e+00, 1.511395e-01 
Acrylic, 010, 26.22, Ascending, 1.375000e+01, 1.567850e+00, 1.500879e-01 
Acrylic, 010, 26.22, Ascending, 014, 1.532676e+00, 1.502960e-01 
Acrylic, 010, 26.22, Ascending, 1.425000e+01, 1.507892e+00, 1.505529e-01 
Acrylic, 010, 26.22, Ascending, 1.450000e+01, 1.482708e+00, 1.499064e-01 
Acrylic, 010, 26.22, Ascending, 1.475000e+01, 1.444909e+00, 1.504194e-01 
Acrylic, 010, 26.22, Ascending, 015, 1.431205e+00, 1.508772e-01 
Acrylic, 010, 26.22, Ascending, 1.525000e+01, 1.414474e+00, 1.512122e-01 
Acrylic, 010, 26.22, Ascending, 1.550000e+01, 1.391836e+00, 1.494379e-01 
Acrylic, 010, 26.22, Ascending, 1.575000e+01, 1.387365e+00, 1.500931e-01 
Acrylic, 010, 26.22, Ascending, 016, 1.381001e+00, 1.500911e-01 
Acrylic, 010, 26.22, Ascending, 1.625000e+01, 1.373429e+00, 1.501328e-01 
Acrylic, 010, 26.22, Ascending, 1.650000e+01, 1.358694e+00, 1.497604e-01 
Acrylic, 010, 26.22, Ascending, 1.675000e+01, 1.342651e+00, 1.509530e-01 
Acrylic, 010, 26.22, Ascending, 017, 1.334879e+00, 1.502004e-01 
Acrylic, 010, 26.22, Ascending, 1.725000e+01, 1.327676e+00, 1.509833e-01 
Acrylic, 010, 26.22, Ascending, 1.750000e+01, 1.319832e+00, 1.502543e-01 
Acrylic, 010, 26.22, Ascending, 1.775000e+01, 1.312071e+00, 1.505622e-01 
Acrylic, 010, 26.22, Ascending, 018, 1.304679e+00, 1.503369e-01 
Acrylic, 010, 26.22, Ascending, 1.825000e+01, 1.298664e+00, 1.501508e-01 
Acrylic, 010, 26.22, Ascending, 1.850000e+01, 1.301868e+00, 1.520602e-01 
Acrylic, 010, 26.22, Ascending, 1.875000e+01, 1.283160e+00, 1.514146e-01 
Acrylic, 010, 26.22, Ascending, 019, 1.273543e+00, 1.502608e-01 
Acrylic, 010, 26.22, Ascending, 1.925000e+01, 1.282516e+00, 1.502854e-01 
Acrylic, 010, 26.22, Ascending, 1.950000e+01, 1.258890e+00, 1.504283e-01 
Acrylic, 010, 26.22, Ascending, 1.975000e+01, 1.265954e+00, 1.508802e-01 
Acrylic, 010, 26.22, Ascending, 020, 1.259561e+00, 1.514909e-01 
Acrylic, 010, 26.22, Ascending, 2.025000e+01, 1.249742e+00, 1.518603e-01 
Acrylic, 010, 26.22, Ascending, 2.050000e+01, 1.258712e+00, 1.525279e-01 
Acrylic, 010, 26.22, Ascending, 2.075000e+01, 1.258897e+00, 1.530704e-01 
Acrylic, 010, 26.22, Ascending, 021, 1.248779e+00, 1.515152e-01 
Acrylic, 010, 26.22, Ascending, 2.125000e+01, 1.254123e+00, 1.534475e-01 
Acrylic, 010, 26.22, Ascending, 2.150000e+01, 1.258633e+00, 1.538489e-01 
Acrylic, 010, 26.22, Ascending, 2.175000e+01, 1.248178e+00, 1.544747e-01 
Acrylic, 010, 26.22, Ascending, 022, 1.248052e+00, 1.543486e-01 
Acrylic, 010, 26.22, Ascending, 2.225000e+01, 1.253096e+00, 1.541458e-01 
Acrylic, 010, 26.22, Ascending, 2.250000e+01, 1.236666e+00, 1.526194e-01 
Acrylic, 010, 26.22, Ascending, 2.275000e+01, 1.253452e+00, 1.524840e-01 
Acrylic, 010, 26.22, Ascending, 023, 1.240525e+00, 1.542033e-01 
Acrylic, 010, 26.22, Ascending, 2.325000e+01, 1.251571e+00, 1.520929e-01 
Acrylic, 010, 26.22, Ascending, 2.350000e+01, 1.232735e+00, 1.532607e-01 
Acrylic, 010, 26.22, Ascending, 2.375000e+01, 1.223571e+00, 1.537100e-01 
Acrylic, 010, 26.22, Ascending, 024, 1.225025e+00, 1.527573e-01 
Acrylic, 010, 26.22, Ascending, 2.425000e+01, 1.223235e+00, 1.529907e-01 
Acrylic, 010, 26.22, Ascending, 2.450000e+01, 1.206618e+00, 1.531059e-01 
Acrylic, 010, 26.22, Ascending, 2.475000e+01, 1.207498e+00, 1.543617e-01 
Acrylic, 010, 26.22, Ascending, 025, 1.206020e+00, 1.522846e-01 
Acrylic, 010, 26.22, Ascending, 2.525000e+01, 1.205240e+00, 1.525678e-01 
Acrylic, 010, 26.22, Ascending, 2.550000e+01, 1.199955e+00, 1.518649e-01 
Acrylic, 010, 26.22, Ascending, 2.575000e+01, 1.188456e+00, 1.518457e-01 
Acrylic, 010, 26.22, Ascending, 026, 1.196084e+00, 1.506483e-01 
Acrylic, 010, 26.22, Ascending, 2.625000e+01, 1.190089e+00, 1.517767e-01 
Acrylic, 010, 26.22, Ascending, 2.650000e+01, 1.189490e+00, 1.517718e-01 
Acrylic, 010, 26.22, Ascending, 2.675000e+01, 1.204251e+00, 1.538952e-01 
Acrylic, 010, 26.22, Ascending, 027, 1.187975e+00, 1.523278e-01 
Acrylic, 010, 26.22, Ascending, 2.725000e+01, 1.189057e+00, 1.529420e-01 
Acrylic, 010, 26.22, Ascending, 2.750000e+01, 1.183090e+00, 1.520742e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 000, 1.631899e-01, 1.501627e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.500000e-01, 2.262897e-01, 1.476340e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 5.000000e-01, 2.356912e-01, 1.474943e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 7.500000e-01, 2.577134e-01, 1.477793e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 001, 2.727886e-01, 1.476247e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.250000e+00, 2.815523e-01, 1.478097e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.500000e+00, 2.990991e-01, 1.481643e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.750000e+00, 3.193765e-01, 1.476497e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 002, 3.353362e-01, 1.480995e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.250000e+00, 3.734996e-01, 1.480283e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.500000e+00, 4.001119e-01, 1.481261e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.750000e+00, 4.260289e-01, 1.479417e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 003, 4.676822e-01, 1.475557e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 3.250000e+00, 5.138325e-01, 1.477447e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 3.500000e+00, 5.476331e-01, 1.474535e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 3.750000e+00, 5.893246e-01, 1.479394e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 004, 6.599468e-01, 1.478990e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 4.250000e+00, 7.034143e-01, 1.481243e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 4.500000e+00, 7.737207e-01, 1.477583e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 4.750000e+00, 8.323215e-01, 1.478604e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 005, 8.966413e-01, 1.480563e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 5.250000e+00, 9.858103e-01, 1.477222e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 5.500000e+00, 1.066447e+00, 1.481535e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 5.750000e+00, 1.148109e+00, 1.483123e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 006, 1.237390e+00, 1.480434e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 6.250000e+00, 1.349595e+00, 1.472917e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 6.500000e+00, 1.438381e+00, 1.492476e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 6.750000e+00, 1.545357e+00, 1.481233e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 007, 1.640857e+00, 1.486376e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 7.250000e+00, 1.759940e+00, 1.493054e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 7.500000e+00, 1.848947e+00, 1.509567e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 7.750000e+00, 1.957429e+00, 1.482701e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 008, 2.061187e+00, 1.504962e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 8.250000e+00, 2.188566e+00, 1.518211e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 8.500000e+00, 2.295109e+00, 1.503264e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 8.750000e+00, 2.383030e+00, 1.491042e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 009, 2.524283e+00, 1.506468e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 9.250000e+00, 2.637858e+00, 1.511229e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 9.500000e+00, 2.777190e+00, 1.500774e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 9.750000e+00, 2.902156e+00, 1.492883e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 010, 3.018575e+00, 1.506847e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.025000e+01, 3.120820e+00, 1.524064e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.050000e+01, 3.307610e+00, 1.504873e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.075000e+01, 3.475932e+00, 1.519138e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 011, 3.591652e+00, 1.478469e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.125000e+01, 3.721920e+00, 1.504534e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.150000e+01, 3.915959e+00, 1.515844e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.175000e+01, 4.117645e+00, 1.546107e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 012, 4.279575e+00, 1.540669e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.225000e+01, 4.428280e+00, 1.567851e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.250000e+01, 4.622458e+00, 1.548628e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.275000e+01, 4.866561e+00, 1.497202e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 013, 4.934266e+00, 1.582807e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.325000e+01, 5.016942e+00, 1.536694e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.350000e+01, 4.972279e+00, 1.597839e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.375000e+01, 4.491659e+00, 2.695872e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 014, 3.490776e+00, 1.566368e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.425000e+01, 3.341735e+00, 1.508265e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.450000e+01, 3.294514e+00, 1.488479e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.475000e+01, 3.232326e+00, 1.491590e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 015, 3.189243e+00, 1.520584e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.525000e+01, 3.143799e+00, 1.492707e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.550000e+01, 3.082198e+00, 1.487331e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.575000e+01, 2.963976e+00, 1.490951e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 016, 2.849688e+00, 1.503191e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.625000e+01, 2.767904e+00, 1.510589e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.650000e+01, 2.719254e+00, 1.515830e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.675000e+01, 2.669733e+00, 1.492107e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 017, 2.626260e+00, 1.492355e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.725000e+01, 2.525279e+00, 1.500141e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.750000e+01, 2.464062e+00, 1.493114e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.775000e+01, 2.465819e+00, 1.481374e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 018, 2.444718e+00, 1.491767e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.825000e+01, 2.409415e+00, 1.485955e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.850000e+01, 2.385423e+00, 1.478903e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.875000e+01, 2.388765e+00, 1.481082e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 019, 2.350199e+00, 1.481484e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.925000e+01, 2.329740e+00, 1.481272e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.950000e+01, 2.327337e+00, 1.486724e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 1.975000e+01, 2.289480e+00, 1.485384e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 020, 2.266407e+00, 1.488398e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.025000e+01, 2.231014e+00, 1.482555e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.050000e+01, 2.209913e+00, 1.488060e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.075000e+01, 2.226163e+00, 1.481139e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 021, 2.183794e+00, 1.477005e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.125000e+01, 2.142655e+00, 1.482467e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.150000e+01, 2.126631e+00, 1.481896e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.175000e+01, 2.126171e+00, 1.483948e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 022, 2.125752e+00, 1.482101e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.225000e+01, 2.130167e+00, 1.475399e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.250000e+01, 2.107866e+00, 1.489975e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.275000e+01, 2.092823e+00, 1.486387e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 023, 2.090726e+00, 1.475441e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.325000e+01, 2.073812e+00, 1.480357e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.350000e+01, 2.040096e+00, 1.480790e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.375000e+01, 2.040604e+00, 1.478725e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 024, 2.038024e+00, 1.479899e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.425000e+01, 2.046797e+00, 1.485231e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.450000e+01, 2.022263e+00, 1.478176e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.475000e+01, 2.010526e+00, 1.486613e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 025, 1.987554e+00, 1.482623e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.525000e+01, 1.984380e+00, 1.492789e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.550000e+01, 1.971798e+00, 1.493565e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.575000e+01, 1.959694e+00, 1.488382e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 026, 1.938077e+00, 1.488654e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.625000e+01, 1.921664e+00, 1.492159e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.650000e+01, 1.916845e+00, 1.480756e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.675000e+01, 1.918576e+00, 1.485924e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 027, 1.883401e+00, 1.489354e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.725000e+01, 1.882225e+00, 1.480348e-01 
Acrylic, 1.270000e+01, 26.22, Descending, 2.750000e+01, 1.878292e+00, 1.482450e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 000, 3.689378e-01, 1.543753e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.500000e-01, 3.588249e-01, 1.539190e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 5.000000e-01, 3.682092e-01, 1.567109e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 7.500000e-01, 3.832080e-01, 1.546141e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 001, 3.740664e-01, 1.559713e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.250000e+00, 3.948264e-01, 1.545162e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.500000e+00, 3.916915e-01, 1.547891e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.750000e+00, 4.127526e-01, 1.534430e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 002, 4.202228e-01, 1.521908e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.250000e+00, 4.252250e-01, 1.552516e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.500000e+00, 4.783905e-01, 1.503385e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.750000e+00, 4.874382e-01, 1.509762e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 003, 5.184336e-01, 1.529804e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 3.250000e+00, 5.443257e-01, 1.536474e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 3.500000e+00, 5.986300e-01, 1.482363e-01 
