Material, D [mm], U [cm/s], Direction, H [mm], Mean Force [mN], Error [mN] 
Acrylic, 12.7, 2.952000e+01, Descending, 1.925000e+01, 2.868417e+00, 1.548867e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 1.950000e+01, 2.800844e+00, 1.578550e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 1.975000e+01, 2.786817e+00, 1.547304e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 020, 2.789273e+00, 1.535151e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.025000e+01, 2.754593e+00, 1.538100e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.050000e+01, 2.745421e+00, 1.544131e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.075000e+01, 2.705633e+00, 1.526357e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 021, 2.719081e+00, 1.495550e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.125000e+01, 2.686340e+00, 1.529737e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.150000e+01, 2.659234e+00, 1.501143e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.175000e+01, 2.639239e+00, 1.501636e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 022, 2.642802e+00, 1.507342e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.225000e+01, 2.652827e+00, 1.511732e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.250000e+01, 2.606530e+00, 1.543826e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.275000e+01, 2.651059e+00, 1.567021e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 023, 2.620181e+00, 1.529433e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.325000e+01, 2.609975e+00, 1.506334e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.350000e+01, 2.620326e+00, 1.521049e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.375000e+01, 2.565593e+00, 1.509998e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 024, 2.568257e+00, 1.502756e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.425000e+01, 2.540658e+00, 1.503063e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.450000e+01, 2.560364e+00, 1.520286e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.475000e+01, 2.533294e+00, 1.532423e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 025, 2.523554e+00, 1.550188e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.525000e+01, 2.506953e+00, 1.559499e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.550000e+01, 2.491802e+00, 1.544651e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.575000e+01, 2.504825e+00, 1.532205e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 026, 2.455355e+00, 1.536591e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.625000e+01, 2.439251e+00, 1.527282e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.650000e+01, 2.466970e+00, 1.528995e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.675000e+01, 2.428364e+00, 1.509084e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 027, 2.405315e+00, 1.493959e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.725000e+01, 2.424708e+00, 1.500063e-01 
Acrylic, 12.7, 2.952000e+01, Descending, 2.750000e+01, 2.372792e+00, 1.503742e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 000, 6.510997e-01, 1.484916e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.500000e-01, 6.753229e-01, 1.476193e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 5.000000e-01, 6.933003e-01, 1.480974e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 7.500000e-01, 7.315529e-01, 1.485819e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 001, 7.367612e-01, 1.479077e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.250000e+00, 7.457500e-01, 1.483442e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.500000e+00, 7.566497e-01, 1.481912e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.750000e+00, 7.706847e-01, 1.511263e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 002, 7.908294e-01, 1.506676e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.250000e+00, 7.861871e-01, 1.493719e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.500000e+00, 8.007413e-01, 1.481729e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.750000e+00, 8.342817e-01, 1.489339e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 003, 8.327160e-01, 1.496953e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 3.250000e+00, 8.404239e-01, 1.491490e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 3.500000e+00, 8.921136e-01, 1.508573e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 3.750000e+00, 9.109533e-01, 1.514204e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 004, 9.598372e-01, 1.500985e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 4.250000e+00, 9.909502e-01, 1.497917e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 4.500000e+00, 1.043647e+00, 1.489105e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 4.750000e+00, 1.130417e+00, 1.490828e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 005, 1.196783e+00, 1.481766e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 5.250000e+00, 1.297912e+00, 1.489677e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 5.500000e+00, 1.381271e+00, 1.497012e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 5.750000e+00, 1.513074e+00, 1.476748e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 006, 1.648130e+00, 1.498400e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 6.250000e+00, 1.817389e+00, 1.494976e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 6.500000e+00, 1.943917e+00, 1.498179e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 6.750000e+00, 2.101680e+00, 1.497495e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 007, 2.205278e+00, 1.503400e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 7.250000e+00, 2.383927e+00, 1.494203e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 7.500000e+00, 2.520042e+00, 1.501457e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 7.750000e+00, 2.670772e+00, 1.500882e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 008, 2.847161e+00, 1.478602e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 8.250000e+00, 3.018728e+00, 1.496207e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 8.500000e+00, 3.186462e+00, 1.495649e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 8.750000e+00, 3.401107e+00, 1.515040e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 009, 3.522470e+00, 1.507174e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 9.250000e+00, 3.736869e+00, 1.504981e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 9.500000e+00, 3.944948e+00, 1.489851e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 9.750000e+00, 4.107161e+00, 1.528107e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 010, 4.328416e+00, 1.503999e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.025000e+01, 4.538617e+00, 1.496452e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.050000e+01, 4.665839e+00, 1.515808e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.075000e+01, 4.684106e+00, 1.550447e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 011, 4.648883e+00, 1.487847e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.125000e+01, 4.698747e+00, 1.499660e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.150000e+01, 4.704531e+00, 1.530316e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.175000e+01, 4.709880e+00, 1.539831e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 012, 4.694997e+00, 1.585453e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.225000e+01, 4.645007e+00, 1.518162e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.250000e+01, 4.640214e+00, 1.494815e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.275000e+01, 4.563526e+00, 1.514789e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 013, 4.546916e+00, 1.494431e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.325000e+01, 4.496810e+00, 1.518384e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.350000e+01, 4.439095e+00, 1.523067e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.375000e+01, 4.392069e+00, 1.523057e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 014, 4.316958e+00, 1.539611e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.425000e+01, 4.274384e+00, 1.545501e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.450000e+01, 4.201280e+00, 1.526162e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.475000e+01, 4.092401e+00, 1.526790e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 015, 3.940030e+00, 1.571731e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.525000e+01, 3.807249e+00, 1.564833e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.550000e+01, 3.686933e+00, 1.582765e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.575000e+01, 3.565627e+00, 1.547404e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 016, 3.442386e+00, 1.565041e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.625000e+01, 3.360939e+00, 1.542485e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.650000e+01, 3.326474e+00, 1.503491e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.675000e+01, 3.243943e+00, 1.516324e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 017, 3.198994e+00, 1.493230e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.725000e+01, 3.144486e+00, 1.510349e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.750000e+01, 3.103762e+00, 1.503358e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.775000e+01, 3.076245e+00, 1.506408e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 018, 3.053540e+00, 1.496022e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.825000e+01, 3.026095e+00, 1.496694e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.850000e+01, 2.976752e+00, 1.510187e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.875000e+01, 2.950614e+00, 1.511614e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 019, 2.912054e+00, 1.479629e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.925000e+01, 2.909057e+00, 1.488635e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.950000e+01, 2.863645e+00, 1.500440e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 1.975000e+01, 2.866248e+00, 1.477419e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 020, 2.834519e+00, 1.511213e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.025000e+01, 2.831706e+00, 1.489328e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.050000e+01, 2.789242e+00, 1.488622e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.075000e+01, 2.800655e+00, 1.494790e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 021, 2.743904e+00, 1.482152e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.125000e+01, 2.731402e+00, 1.478482e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.150000e+01, 2.712236e+00, 1.481680e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.175000e+01, 2.718470e+00, 1.484475e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 022, 2.702082e+00, 1.482138e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.225000e+01, 2.679921e+00, 1.479756e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.250000e+01, 2.701732e+00, 1.500973e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.275000e+01, 2.668444e+00, 1.498568e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 023, 2.691818e+00, 1.492978e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.325000e+01, 2.673574e+00, 1.480761e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.350000e+01, 2.658617e+00, 1.495813e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.375000e+01, 2.669175e+00, 1.477174e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 024, 2.639814e+00, 1.507203e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.425000e+01, 2.657367e+00, 1.480278e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.450000e+01, 2.644548e+00, 1.513471e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.475000e+01, 2.614095e+00, 1.499991e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 025, 2.596334e+00, 1.486802e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.525000e+01, 2.594816e+00, 1.514372e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.550000e+01, 2.559494e+00, 1.506714e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.575000e+01, 2.557039e+00, 1.481351e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 026, 2.548536e+00, 1.489423e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.625000e+01, 2.547210e+00, 1.478745e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.650000e+01, 2.526986e+00, 1.495691e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.675000e+01, 2.508222e+00, 1.490682e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 027, 2.493603e+00, 1.510923e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.725000e+01, 2.515726e+00, 1.497818e-01 
Acrylic, 12.7, 2.952000e+01, Ascending, 2.750000e+01, 2.486444e+00, 1.486276e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 000, 1.631899e-01, 1.501627e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 2.500000e-01, 2.262897e-01, 1.476340e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 5.000000e-01, 2.356912e-01, 1.474943e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 7.500000e-01, 2.577134e-01, 1.477793e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 001, 2.727886e-01, 1.476247e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.250000e+00, 2.815523e-01, 1.478097e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.500000e+00, 2.990991e-01, 1.481643e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.750000e+00, 3.193765e-01, 1.476497e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 002, 3.353362e-01, 1.480995e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 2.250000e+00, 3.734996e-01, 1.480283e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 2.500000e+00, 4.001119e-01, 1.481261e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 2.750000e+00, 4.260289e-01, 1.479417e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 003, 4.676822e-01, 1.475557e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 3.250000e+00, 5.138325e-01, 1.477447e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 3.500000e+00, 5.476331e-01, 1.474535e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 3.750000e+00, 5.893246e-01, 1.479394e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 004, 6.599468e-01, 1.478990e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 4.250000e+00, 7.034143e-01, 1.481243e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 4.500000e+00, 7.737207e-01, 1.477583e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 4.750000e+00, 8.323215e-01, 1.478604e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 005, 8.966413e-01, 1.480563e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 5.250000e+00, 9.858103e-01, 1.477222e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 5.500000e+00, 1.066447e+00, 1.481535e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 5.750000e+00, 1.148109e+00, 1.483123e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 006, 1.237390e+00, 1.480434e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 6.250000e+00, 1.349595e+00, 1.472917e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 6.500000e+00, 1.438381e+00, 1.492476e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 6.750000e+00, 1.545357e+00, 1.481233e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 007, 1.640857e+00, 1.486376e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 7.250000e+00, 1.759940e+00, 1.493054e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 7.500000e+00, 1.848947e+00, 1.509567e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 7.750000e+00, 1.957429e+00, 1.482701e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 008, 2.061187e+00, 1.504962e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 8.250000e+00, 2.188566e+00, 1.518211e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 8.500000e+00, 2.295109e+00, 1.503264e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 8.750000e+00, 2.383030e+00, 1.491042e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 009, 2.524283e+00, 1.506468e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 9.250000e+00, 2.637858e+00, 1.511229e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 9.500000e+00, 2.777190e+00, 1.500774e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 9.750000e+00, 2.902156e+00, 1.492883e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 010, 3.018575e+00, 1.506847e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.025000e+01, 3.120820e+00, 1.524064e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.050000e+01, 3.307610e+00, 1.504873e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.075000e+01, 3.475932e+00, 1.519138e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 011, 3.591652e+00, 1.478469e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.125000e+01, 3.721920e+00, 1.504534e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.150000e+01, 3.915959e+00, 1.515844e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.175000e+01, 4.117645e+00, 1.546107e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 012, 4.279575e+00, 1.540669e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.225000e+01, 4.428280e+00, 1.567851e-01 
Acrylic, 12.7, 2.622000e+01, Descending, 1.250000e+01, 4.622458e+00, 1.548628e-01 
